pokedex_number,name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,attack,defense,height_m,hp,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
246,Larvitar,"['Guts', 'Sand Veil']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,10240,35,300,45,64,50,0.6,50,45,50,41,rock,ground,72,2,0
247,Pupitar,['Shed Skin'],1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,10240,35,410,45,84,70,1.2,70,65,70,51,rock,ground,152,2,0
248,Tyranitar,"['Sand Stream', 'Unnerve']",2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,10240,35,700,45,164,150,2,100,95,120,71,rock,dark,202,2,0
249,Lugia,"['Pressure', 'Multiscale']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,30720,0,680,3,90,130,5.2,106,90,154,110,psychic,flying,216,2,1
250,Ho-Oh,"['Pressure', 'Regenerator']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,30720,0,680,3,130,90,3.8,106,110,154,90,fire,flying,199,2,1
251,Celebi,['Natural Cure'],4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,30720,100,600,45,100,100,0.6,100,100,100,100,psychic,grass,5,2,1
252,Treecko,"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,310,45,45,35,0.5,40,65,55,70,grass,,5,3,0
253,Grovyle,"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,65,45,0.9,50,85,65,95,grass,,21.6,3,0
254,Sceptile,"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,630,45,110,75,1.7,70,145,85,145,grass,,52.2,3,0
255,Torchic,"['Blaze', 'Speed Boost']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,310,45,60,40,0.4,45,70,50,45,fire,,2.5,3,0
256,Combusken,"['Blaze', 'Speed Boost']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,405,45,85,60,0.9,60,85,60,55,fire,fighting,19.5,3,0
257,Blaziken,"['Blaze', 'Speed Boost']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,630,45,160,80,1.9,80,130,80,100,fire,fighting,52,3,0
258,Mudkip,"['Torrent', 'Damp']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,310,45,70,50,0.4,50,50,50,40,water,,7.6,3,0
259,Marshtomp,"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,405,45,85,70,0.7,70,60,70,50,water,ground,28,3,0
260,Swampert,"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,635,45,150,110,1.5,100,95,110,70,water,ground,81.9,3,0
261,Poochyena,"['Run Away', 'Quick Feet', 'Rattled']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,3840,70,220,255,55,35,0.5,35,30,30,35,dark,,13.6,3,0
262,Mightyena,"['Intimidate', 'Quick Feet', 'Moxie']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,3840,70,420,127,90,70,1,70,60,60,70,dark,,37,3,0
263,Zigzagoon,"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,240,255,30,41,0.4,38,30,41,60,normal,,17.5,3,0
264,Linoone,"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,420,90,70,61,0.5,78,50,61,100,normal,,32.5,3,0
265,Wurmple,"['Shield Dust', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,195,255,45,35,0.3,45,20,30,20,bug,,3.6,3,0
266,Silcoon,['Shed Skin'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,205,120,35,55,0.6,50,25,25,15,bug,,10,3,0
267,Beautifly,"['Swarm', 'Rivalry']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,395,45,70,50,1,60,100,50,65,bug,flying,28.4,3,0
268,Cascoon,['Shed Skin'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,205,120,35,55,0.7,50,25,25,15,bug,,11.5,3,0
269,Dustox,"['Shield Dust', 'Compoundeyes']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,385,45,50,70,1.2,60,50,90,65,bug,poison,31.6,3,0
270,Lotad,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,3840,70,220,255,30,30,0.5,40,40,50,30,water,grass,2.6,3,0
271,Lombre,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,3840,70,340,120,50,50,1.2,60,60,70,50,water,grass,32.5,3,0
272,Ludicolo,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,3840,70,480,45,70,70,1.5,80,90,100,70,water,grass,55,3,0
273,Seedot,"['Chlorophyll', 'Early Bird', 'Pickpocket']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,3840,70,220,255,40,50,0.5,40,30,30,30,grass,,4,3,0
274,Nuzleaf,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,3840,70,340,120,70,40,1,70,60,40,60,grass,dark,28,3,0
275,Shiftry,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,3840,70,480,45,100,60,1.3,90,90,60,80,grass,dark,59.6,3,0
276,Taillow,"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,270,200,55,30,0.3,40,30,30,85,normal,flying,2.3,3,0
277,Swellow,"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,455,45,85,60,0.7,60,75,50,125,normal,flying,19.8,3,0
278,Wingull,"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,270,190,30,30,0.6,40,55,30,85,water,flying,9.5,3,0
279,Pelipper,"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,440,45,50,100,1.2,60,95,70,65,water,flying,28,3,0
280,Ralts,"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,198,235,25,25,0.4,28,45,35,40,psychic,fairy,6.6,3,0
281,Kirlia,"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,278,120,35,35,0.8,38,65,55,50,psychic,fairy,20.2,3,0
282,Gardevoir,"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,5120,35,618,45,85,65,1.6,68,165,135,100,psychic,fairy,48.4,3,0
283,Surskit,"['Swift Swim', 'Rain Dish']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,3840,70,269,200,30,32,0.5,40,50,52,65,bug,water,1.7,3,0
284,Masquerain,"['Intimidate', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,454,75,60,62,0.8,70,100,82,80,bug,flying,3.6,3,0
285,Shroomish,"['Effect Spore', 'Poison Heal', 'Quick Feet']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,3840,70,295,255,40,60,0.4,60,40,60,35,grass,,4.5,3,0
286,Breloom,"['Effect Spore', 'Poison Heal', 'Technician']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,3840,70,460,90,130,80,1.2,60,60,60,70,grass,fighting,39.2,3,0
287,Slakoth,['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,280,255,60,60,0.8,60,35,35,30,normal,,24,3,0
288,Vigoroth,['Vital Spirit'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,440,120,80,80,1.4,80,55,55,90,normal,,46.5,3,0
289,Slaking,['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,670,45,160,100,2,150,95,65,100,normal,,130.5,3,0
290,Nincada,"['Compoundeyes', 'Run Away']",1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,3840,70,266,255,45,90,0.5,31,30,30,40,bug,ground,5.5,3,0
291,Ninjask,"['Speed Boost', 'Infiltrator']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,456,120,90,45,0.8,61,50,50,160,bug,flying,12,3,0
292,Shedinja,['Wonder Guard'],0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,3840,70,236,45,90,45,0.8,1,30,30,40,bug,ghost,1.2,3,0
293,Whismur,"['Soundproof', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,240,190,51,23,0.6,64,51,23,28,normal,,16.3,3,0
294,Loudred,"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,360,120,71,43,1,84,71,43,48,normal,,40.5,3,0
295,Exploud,"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,91,63,1.5,104,91,73,68,normal,,84,3,0
296,Makuhita,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,237,180,60,30,1,72,20,30,25,fighting,,86.4,3,0
297,Hariyama,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,474,200,120,60,2.3,144,40,60,50,fighting,,253.8,3,0
298,Azurill,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2560,70,190,150,20,40,0.2,50,20,40,20,normal,fairy,2,3,0
299,Nosepass,"['Sturdy', 'Magnet Pull', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,375,255,45,135,1,30,45,90,30,rock,,97,3,0
300,Skitty,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,260,255,45,45,0.6,50,35,35,50,normal,,11,3,0
301,Delcatty,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,400,60,65,65,1.1,70,55,55,90,normal,,32.6,3,0
302,Sableye,"['Keen Eye', 'Stall', 'Prankster']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,6400,35,480,45,85,125,0.5,50,85,115,20,dark,ghost,11,3,0
303,Mawile,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,5120,70,480,45,105,125,0.6,50,55,95,50,steel,fairy,11.5,3,0
304,Aron,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,330,180,70,100,0.4,50,40,40,30,steel,rock,60,3,0
305,Lairon,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,430,90,90,140,0.9,60,50,50,40,steel,rock,120,3,0
306,Aggron,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,8960,35,630,45,140,230,2.1,70,60,80,50,steel,rock,360,3,0
307,Meditite,"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,70,280,180,40,55,0.6,30,40,55,60,fighting,psychic,11.2,3,0
308,Medicham,"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,70,510,90,100,85,1.3,60,80,85,100,fighting,psychic,31.5,3,0
309,Electrike,"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,295,120,45,40,0.6,40,65,40,65,electric,,15.2,3,0
310,Manectric,"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,575,45,75,80,1.5,70,135,80,135,electric,,40.2,3,0
311,Plusle,"['Plus', 'Lightningrod']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,405,200,50,40,0.4,60,85,75,95,electric,,4.2,3,0
312,Minun,"['Minus', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,405,200,40,50,0.4,60,75,85,95,electric,,4.2,3,0
313,Volbeat,"['Illuminate', 'Swarm', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,430,150,73,75,0.7,65,47,85,85,bug,,17.7,3,0
314,Illumise,"['Oblivious', 'Tinted Lens', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,430,150,47,75,0.6,65,73,85,85,bug,,17.7,3,0
315,Roselia,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,400,150,60,45,0.3,50,100,80,65,grass,poison,2,3,0
316,Gulpin,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,302,225,43,53,0.4,70,43,53,40,poison,,10.3,3,0
317,Swalot,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,467,75,73,83,1.7,100,73,83,55,poison,,80,3,0
318,Carvanha,"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,35,305,225,90,20,0.8,45,65,20,65,water,dark,20.8,3,0
319,Sharpedo,"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,35,560,60,140,70,1.8,70,110,65,105,water,dark,88.8,3,0
320,Wailmer,"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,400,125,70,35,2,130,70,35,60,water,,130,3,0
321,Wailord,"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,500,60,90,45,14.5,170,90,45,60,water,,398,3,0
322,Numel,"['Oblivious', 'Simple', 'Own Tempo']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,5120,70,305,255,60,40,0.7,60,65,45,35,fire,ground,24,3,0
323,Camerupt,"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,5120,70,560,150,120,100,1.9,70,145,105,20,fire,ground,220,3,0
324,Torkoal,"['White Smoke', 'Drought', 'Shell Armor']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,470,90,85,140,0.5,70,85,70,20,fire,,80.4,3,0
325,Spoink,"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,330,255,25,35,0.7,60,70,80,60,psychic,,30.6,3,0
326,Grumpig,"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,470,60,45,65,0.9,80,90,110,80,psychic,,71.5,3,0
327,Spinda,"['Own Tempo', 'Tangled Feet', 'Contrary']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,360,255,60,60,1.1,60,60,60,60,normal,,5,3,0
328,Trapinch,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,290,255,100,45,0.7,45,45,45,10,ground,,15,3,0
329,Vibrava,['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,5120,70,340,120,70,50,1.1,50,50,50,70,ground,dragon,15.3,3,0
330,Flygon,['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,5120,70,520,45,100,80,2,80,80,80,100,ground,dragon,82,3,0
331,Cacnea,"['Sand Veil', 'Water Absorb']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,35,335,190,85,40,0.4,50,85,40,35,grass,,51.3,3,0
332,Cacturne,"['Sand Veil', 'Water Absorb']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,5120,35,475,60,115,60,1.3,70,115,60,55,grass,dark,77.4,3,0
333,Swablu,"['Natural Cure', 'Cloud Nine']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,310,255,40,60,0.4,45,40,75,50,normal,flying,1.2,3,0
334,Altaria,"['Natural Cure', 'Cloud Nine']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,590,45,110,110,1.1,75,110,105,80,dragon,flying,20.6,3,0
335,Zangoose,"['Immunity', 'Toxic Boost']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,458,90,115,60,1.3,73,60,60,90,normal,,40.3,3,0
336,Seviper,"['Shed Skin', 'Infiltrator']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,458,90,100,60,2.7,73,100,60,65,poison,,52.5,3,0
337,Lunatone,['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,6400,70,460,45,55,65,1,90,95,85,70,rock,psychic,168,3,0
338,Solrock,['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,6400,70,460,45,95,85,1.2,90,55,65,70,rock,psychic,154,3,0
339,Barboach,"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,288,190,48,43,0.4,50,46,41,60,water,ground,1.9,3,0
340,Whiscash,"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,468,75,78,73,0.9,110,76,71,60,water,ground,23.6,3,0
341,Corphish,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,308,205,80,65,0.6,43,50,35,35,water,,11.5,3,0
342,Crawdaunt,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,3840,70,468,155,120,85,1.1,63,90,55,55,water,dark,32.8,3,0
343,Baltoy,['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,5120,70,300,255,40,55,0.5,40,40,70,55,ground,psychic,21.5,3,0
344,Claydol,['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,5120,70,500,90,70,105,1.5,60,70,120,75,ground,psychic,108,3,0
345,Lileep,"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,7680,70,355,45,41,77,1,66,61,87,23,rock,grass,23.8,3,0
346,Cradily,"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,7680,70,495,45,81,97,1.5,86,81,107,43,rock,grass,60.4,3,0
347,Anorith,"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,7680,70,355,45,95,50,0.7,45,40,50,75,rock,bug,12.5,3,0
348,Armaldo,"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,7680,70,495,45,125,100,1.5,75,70,80,45,rock,bug,68.2,3,0
349,Feebas,"['Swift Swim', 'Oblivious', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,200,255,15,20,0.6,20,10,55,80,water,,7.4,3,0
350,Milotic,"['Marvel Scale', 'Competitive', 'Cute Charm']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,540,60,60,79,6.2,95,100,125,81,water,,162,3,0
351,Castform,['Forecast'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,6400,70,420,45,70,70,0.3,70,70,70,70,normal,,0.8,3,0
352,Kecleon,"['Color Change', 'Protean']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,440,200,90,70,1,60,60,120,40,normal,,22,3,0
353,Shuppet,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,295,225,75,35,0.6,44,63,33,45,ghost,,2.3,3,0
354,Banette,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,555,45,165,75,1.1,64,93,83,75,ghost,,12.5,3,0
355,Duskull,"['Levitate', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,295,190,40,90,0.8,20,30,90,25,ghost,,15,3,0
356,Dusclops,"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,455,90,70,130,1.6,40,60,130,25,ghost,,30.6,3,0
357,Tropius,"['Chlorophyll', 'Solar Power', 'Harvest']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,6400,70,460,200,68,83,2,99,72,87,51,grass,flying,100,3,0
358,Chimecho,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,6400,70,455,45,50,80,0.6,75,95,90,65,psychic,,1,3,0
359,Absol,"['Pressure', 'Super Luck', 'Justified']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,6400,35,565,30,150,60,1.2,65,115,60,115,dark,,47,3,0
360,Wynaut,"['Shadow Tag', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,260,125,23,48,0.6,95,23,48,23,psychic,,14,3,0
361,Snorunt,"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,300,190,50,50,0.7,50,50,50,50,ice,,16.8,3,0
362,Glalie,"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,580,75,120,80,1.5,80,120,80,100,ice,,256.5,3,0
363,Spheal,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,290,255,40,50,0.8,70,55,50,25,ice,water,39.5,3,0
364,Sealeo,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,410,120,60,70,1.1,90,75,70,45,ice,water,87.6,3,0
365,Walrein,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,530,45,80,90,1.4,110,95,90,65,ice,water,150.6,3,0
366,Clamperl,"['Shell Armor', 'Rattled']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,345,255,64,85,0.4,35,74,55,32,water,,52.5,3,0
367,Huntail,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,485,60,104,105,1.7,55,94,75,52,water,,27,3,0
368,Gorebyss,"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,485,60,84,105,1.8,55,114,75,52,water,,22.6,3,0
369,Relicanth,"['Swift Swim', 'Rock Head', 'Sturdy']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,10240,70,485,25,90,130,1,100,45,65,55,water,rock,23.4,3,0
370,Luvdisc,"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,225,30,55,0.6,43,40,65,97,water,,8.7,3,0
371,Bagon,"['Rock Head', 'Sheer Force']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,300,45,75,60,0.6,45,40,30,50,dragon,,42.1,3,0
372,Shelgon,"['Rock Head', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,420,45,95,100,1.1,65,60,50,50,dragon,,110.5,3,0
373,Salamence,"['Intimidate', 'Moxie']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,10240,35,700,45,145,130,1.5,95,120,90,120,dragon,flying,102.6,3,0
